address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude
Settergatan 14,7500000,4312.0,2023-04-12,71.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3595979,18.0951922
Heimdalsgatan 5,14200000,4755.0,2023-04-12,103.0,5.0,1,0,0,1,0,0,0,0,0,1,59.34444,18.0477112
Bellmansgatan 21,10400000,3760.0,2023-04-12,83.0,3.0,0,0,0,1,0,0,0,0,1,0,59.31740860000001,18.0663328
Gumshornsgatan 7,3900000,1975.0,2023-04-12,28.5,1.0,1,0,0,1,0,0,0,1,0,0,59.3362564,18.0891897
Bondegatan 46,2750000,1206.0,2023-04-12,21.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31327179999999,18.0832102
Artillerigatan 72B,6725000,3520.0,2023-04-12,66.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3424337,18.0885739
Grubbensringen 9,5700000,5553.0,2023-04-12,72.0,2.0,1,0,0,0,0,1,0,0,0,0,59.333903,18.0424301
Igeldammsgatan 22 A,7975000,4558.0,2023-04-12,83.0,3.0,1,0,0,0,0,1,0,0,0,0,59.337215,18.0245656
Lilla Västerbron 10,7200000,4284.0,2023-04-12,85.5,3.0,0,0,0,1,0,1,0,0,0,0,59.3311633,18.0231786
Blecktornsstigen 9,8150000,4634.0,2023-04-12,75.0,3.0,0,0,0,0,0,0,0,0,1,0,59.3077079,18.0857204
Fridhemsgatan 55,5200000,1965.0,2023-04-12,43.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33690360000001,18.0320173
Tomtebogatan 3A,5500000,1125.0,2023-04-12,40.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34122259999999,18.036685
Pilgatan 26,8400000,5387.0,2023-04-12,73.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3299154,18.0397826
Sankt eriksgatan 41,2950000,790.0,2023-04-12,27.0,1.0,1,1,0,0,0,1,0,0,0,0,59.33394060000001,18.0317478
Hälsingegatan 6,6000000,1903.0,2023-04-12,54.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34364770000001,18.0418267
Folkungagatan 146 A,10000000,3988.0,2023-04-12,115.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3155101,18.091147
Kungsklippan 12,3600000,2905.0,2023-04-11,36.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33019580000001,18.0484427
Runiusgatan 5,8495000,4554.0,2023-04-11,107.0,4.0,1,0,0,1,0,1,0,0,0,0,59.32981210000001,18.0086768
Tomtebogatan 32,9150000,4606.0,2023-04-11,85.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3418534,18.029545
Hagagatan 11,7000000,3268.0,2023-04-11,69.0,3.0,1,1,0,0,0,0,0,0,0,1,59.3447282,18.0518705
Tegelviksgatan 14,7725000,4748.0,2023-04-11,92.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3115185,18.0984678
Skånegatan 57A,6400000,2431.0,2023-04-11,59.0,2.0,0,0,0,1,0,0,0,0,1,0,59.31248609999999,18.0787793
Robert Almströmsgatan 6,5975000,3780.0,2023-04-11,64.0,3.0,1,0,0,0,0,0,0,0,0,1,59.33878679999999,18.0337349
Grindsgatan 29,7300000,3880.0,2023-04-11,77.0,3.0,1,0,0,0,0,0,0,0,1,0,59.310051,18.0670581
Västmannagatan 30A,6350000,2912.0,2023-04-11,59.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3390591,18.0510371
Erik Dahlbergsgatan 53,4500000,3144.0,2023-04-11,58.0,2.0,1,0,0,1,1,0,0,0,0,0,59.346208,18.0917468
Storgatan 30,5200000,1580.0,2023-04-11,40.0,1.0,1,0,0,1,0,0,0,1,0,0,59.3341714,18.0873012
Strandvägen 11,67000000,6409.0,2023-04-11,239.0,8.0,1,0,0,1,0,0,0,1,0,0,59.33191349999999,18.0816313
Melodislingan 50 - 4 tr!,4900000,3991.0,2023-04-10,41.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3448921,18.0808878
Garvargatan 7,7650000,2866.0,2023-04-10,83.0,3.0,1,0,0,0,0,1,0,0,0,0,59.32797449999999,18.044676
Maria Bangata 2 B,5050000,2492.0,2023-04-10,46.0,2.5,0,0,0,0,0,0,0,0,1,0,59.3142974,18.0552172
John bergs plan 4,3600000,1618.0,2023-04-10,38.0,1.5,1,0,0,1,0,1,0,0,0,0,59.3363816,18.0230598
Lottens gata 6,4325000,2878.0,2023-04-10,45.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3113038,18.0975469
Brännkyrkagatan 92A,3250000,2395.0,2023-04-10,34.0,1.5,0,0,0,0,0,0,0,0,1,0,59.3181535,18.0481447
Tegeluddsvägen 30,3195000,2566.0,2023-04-09,35.0,2.0,1,0,0,1,1,0,0,0,0,0,59.347702,18.1057749
Kungsbro Strand 21,3300000,3149.0,2023-04-08,34.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3307648,18.050355
Drottningholmsvägen 52,5075000,2659.0,2023-04-08,58.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3320319,18.0221642
Skeppargatan 67,7650000,4567.0,2023-04-07,77.5,3.0,1,0,0,1,0,0,0,1,0,0,59.34190470000001,18.0888245
Nackagatan 21,6500000,5137.0,2023-04-07,91.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3107334,18.0989379
Brantingsgatan 18,7750000,3811.0,2023-04-07,70.5,3.5,1,0,0,1,1,0,0,0,0,0,59.3464255,18.0941253
Värtavägen 59,2550000,1266.0,2023-04-07,24.0,1.0,0,0,0,1,1,0,0,0,0,0,59.34752450000001,18.1018719
Frejgatan 36A,4235000,2888.0,2023-04-07,38.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3449011,18.0470879
Pontonjärgatan 45,6350000,4114.0,2023-04-07,64.0,2.0,1,0,0,0,0,1,0,0,0,0,59.32975029999999,18.0280063
Strindbergsgatan 50,5000000,2346.0,2023-04-07,54.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3415623,18.0921932
Erstagatan 22,7440000,4367.0,2023-04-06,74.0,2.5,1,0,0,1,0,0,0,0,1,0,59.3143407,18.0899525
Heleneborgsgatan 7A,6250000,2872.0,2023-04-06,58.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31916379999999,18.0381538
Rutger Fuchsgatan 8B,2950000,1877.0,2023-04-06,33.0,1.0,1,0,0,1,0,0,0,0,1,0,59.30700299999999,18.0781006
Ulriksborgsgatan 9,3520000,2319.0,2023-04-06,40.0,1.5,1,0,0,1,0,1,0,0,0,0,59.33456169999999,18.0177285
Bråvallagatan 10,7150000,2238.0,2023-04-06,67.0,3.0,0,0,0,1,0,0,0,0,0,1,59.3389068,18.0350842
Disponentgatan 1,2620000,2176.0,2023-04-06,30.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3245311,18.0078838
Furusundsgatan 15,3550000,2361.0,2023-04-06,37.0,1.5,1,0,0,1,1,0,0,0,0,0,59.34680299999999,18.0992796
Artillerigatan 89,6210000,2548.0,2023-04-06,66.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3426176,18.0879907
Upplandsgatan 85A,7000000,3309.0,2023-04-06,69.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3458047,18.0451059
Magnus Ladulåsgatan 53,6050000,3650.0,2023-04-06,80.0,3.5,1,0,0,1,0,0,0,0,1,0,59.31251760000001,18.0652223
Olof Palmes gata 14,6850000,3544.0,2023-04-06,76.0,3.0,1,0,0,1,0,0,1,0,0,0,59.33617049999999,18.0606306
Ynglingagatan 19,11250000,4563.0,2023-04-06,100.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34859609999999,18.0462906
Krukmakargatan 33B,7575000,3290.0,2023-04-06,77.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3168665,18.0532079
Jaktvarvsplan 3,6060000,3427.0,2023-04-06,58.5,2.0,1,0,0,0,0,1,0,0,0,0,59.3292133,18.0349974
Borgmästargatan 4A,3400000,2096.0,2023-04-06,33.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3152576,18.0858978
John Ericssonsgatan 7,8000000,4343.0,2023-04-06,84.0,3.5,1,0,0,1,0,1,0,0,0,0,59.32839250000001,18.0368411
Ivan Oljelunds gränd 2,6570000,5647.0,2023-04-06,76.0,3.0,1,1,0,0,0,1,0,0,0,0,59.33424660000001,18.0434186
Essinge Brogata 15,2860000,2196.0,2023-04-06,38.0,2.0,1,0,0,0,0,1,0,0,0,0,59.32490910000001,18.0057031
Kungsklippan 5,5125000,2119.0,2023-04-06,46.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3298046,18.0488542
Bågljusvägen 5,5445000,4012.0,2023-04-06,65.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3338385,18.0233828
Sysslomansgatan 11,4225000,2580.0,2023-04-06,43.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33075160000001,18.0248771
Bondegatan 46,3425000,1836.0,2023-04-06,32.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31327179999999,18.0832102
Blekingegatan 57,3420000,2096.0,2023-04-06,36.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3107098,18.0756952
Västmannagatan 54,5400000,1019.0,2023-04-06,50.0,2.0,1,1,0,0,0,0,0,0,0,1,59.341637,18.0481244
Lilla Västerbron 10,9900000,5014.0,2023-04-06,108.5,4.0,1,0,0,1,0,1,0,0,0,0,59.3311633,18.0231786
Karlbergsvägen 33B,6100000,3007.0,2023-04-06,57.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34223309999999,18.0399971
Lagerlöfsgatan 4,4400000,3027.0,2023-04-06,50.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3297141,18.019374
Gästrikegatan 11A,9000000,3259.0,2023-04-06,72.0,3.0,0,0,0,1,0,0,0,0,0,1,59.3412568,18.0390691
Färgargårdstorget 80,8400000,5333.0,2023-04-06,107.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3085366,18.0937516
Folkungagatan 78,11495000,6532.0,2023-04-06,110.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3146726,18.0786193
Östhammarsgatan 67,3125000,2598.0,2023-04-06,39.5,2.0,0,0,0,0,1,0,0,0,0,0,59.3437107,18.1115983
Karlbergsvägen 35 C,4500000,2070.0,2023-04-05,40.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3421147,18.0398133
Birger Jarlsgatan 93B ,10400000,3718.0,2023-04-05,91.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34707880000001,18.0608566
Birger Jarlsgatan 104K,4430000,2766.0,2023-04-05,43.0,1.5,0,0,0,0,0,0,0,1,0,0,59.347613,18.0628394
Tre Liljor 6,3930000,1797.0,2023-04-05,39.0,1.5,1,0,0,0,0,0,0,0,0,1,59.34745650000001,18.0453067
Karlbergsvägen 66A,10495000,4915.0,2023-04-05,95.7,3.0,0,0,0,1,0,0,0,0,0,1,59.34253700000001,18.0326529
Bastugatan 19,7500000,3125.0,2023-04-05,65.0,2.5,1,0,0,1,0,0,0,0,1,0,59.32020980000001,18.0620998
Pokalvägen 5,7350000,4221.0,2023-04-05,76.5,3.5,1,0,0,1,0,0,0,0,1,0,59.31852549999999,18.0212797
Hantverkargatan 44,8650000,4725.0,2023-04-05,81.0,3.0,1,0,0,1,0,1,0,0,0,0,59.32968839999999,18.0386945
Vikingagatan 7,7650000,3660.0,2023-04-05,71.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34090599999999,18.0325718
Norra Stationsgatan 117,5550000,2952.0,2023-04-05,46.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3438265,18.0285309
Celsiusgatan 8,4305000,2438.0,2023-04-05,43.5,2.0,1,0,0,1,0,1,0,0,0,0,59.3331495,18.0393295
Flintbacken 2,3320000,1832.0,2023-04-05,34.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3106873,18.0501817
Lindhagensgatan 65,3920000,2993.0,2023-04-05,46.5,2.0,0,0,0,0,0,1,0,0,0,0,59.3332419,18.0165057
Högbergsgatan 50,4250000,1160.0,2023-04-05,45.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31591859999999,18.0669287
Ernst Ahlgrens väg 3,3810000,2445.0,2023-04-05,43.0,2.0,0,0,0,1,0,1,0,0,0,0,59.3308262,18.0048693
Artemisgatan 69,3580000,2395.0,2023-04-05,37.0,2.0,0,0,0,1,1,0,0,0,0,0,59.35694909999999,18.0964858
Bergsgatan 3 A,7000000,2715.0,2023-04-05,64.0,2.0,0,0,0,1,0,1,0,0,0,0,59.32921700000001,18.046298
Ölandsgatan 46,4400000,2799.0,2023-04-05,42.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3086095,18.0776095
Timmermansgränd 4,8100000,4373.0,2023-04-05,105.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3126322,18.0628038
Primusgatan 82,4250000,3093.0,2023-04-05,44.5,2.0,1,0,0,1,0,1,0,0,0,0,59.3227523,18.0035496
Scheelegatan 28,9050000,3064.0,2023-04-05,78.0,3.0,1,0,0,0,0,1,0,0,0,0,59.3323745,18.0453475
Åsögatan 167A,6350000,3232.0,2023-04-05,55.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3146667,18.0856365
Högalidsgatan 13B,6550000,3346.0,2023-04-05,66.0,2.5,1,0,0,0,0,0,0,0,1,0,59.3179291,18.0329719
Hornsbergs Strand 85,5670000,3307.0,2023-04-05,65.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3392043,18.0041965
Blanchegatan 18,2950000,1597.0,2023-04-05,25.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3434265,18.0983346
Tomtebogatan 13B,4750000,1801.0,2023-04-05,41.0,1.5,0,0,0,1,0,0,0,0,0,1,59.3409264,18.0342333
Lundagatan 52,3170000,1423.0,2023-04-05,25.0,1.0,0,0,0,1,0,0,0,0,1,0,59.3181957,18.0430302
Ola Hanssonsgatan 4,3215000,2956.0,2023-04-05,37.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33460600000001,18.0011768
Birger Jarlsgatan 115B,5895000,2924.0,2023-04-05,61.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34950660000001,18.0585968
Erik Dahlbergsgatan 41,3050000,1493.0,2023-04-05,27.0,1.0,1,0,0,0,1,0,0,0,0,0,59.344623,18.0927467
Bergsgatan 49,7495000,3875.0,2023-04-05,77.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3305398,18.0374299
Värtavägen 23,7450000,3625.0,2023-04-05,69.0,3.0,1,0,0,1,1,0,0,0,0,0,59.34152880000001,18.0964192
Gävlegatan 26,4075000,2000.0,2023-04-05,40.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34700350000001,18.0339991
Warfvinges Väg 3,4130000,3047.0,2023-04-05,52.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3363585,18.0140603
Hälsingegatan 51,4850000,3163.0,2023-04-05,55.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34776489999999,18.0371689
Pilgatan 19C,8610000,5075.0,2023-04-05,87.0,4.0,1,0,0,1,0,1,0,0,0,0,59.32975109999999,18.0388653
Blekingegatan 36,4050000,2295.0,2023-04-05,45.0,2.0,1,1,0,0,0,0,0,0,1,0,59.3103381,18.0742443
Magnus Ladulåsgatan 29,4450000,2588.0,2023-04-05,55.0,2.5,1,0,0,1,0,0,0,0,1,0,59.31233209999999,18.0633262
Sturegatan 44C,12750000,5225.0,2023-04-05,125.0,3.0,0,0,0,1,0,0,0,1,0,0,59.34104439999999,18.0776167
Gotlandsgatan 69,7425000,3137.0,2023-04-05,68.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3103974,18.080709
Sankt Eriksgatan 85C,3650000,977.0,2023-04-04,35.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3408548,18.0362339
Vegagatan 5,3600000,1693.0,2023-04-04,35.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34132589999999,18.050952
Drakenbergsgatan 19,12550000,5852.0,2023-04-04,128.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3151716,18.0415398
Bondegatan 18,5650000,3484.0,2023-04-04,60.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31276709999999,18.0788227
Wennerbergsgatan 2,6100000,5808.0,2023-04-04,87.0,4.0,1,0,0,1,0,1,0,0,0,0,59.32817319999999,18.0128544
Hjalmar Söderbergs väg 8,7000000,4442.0,2023-04-04,82.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3323642,18.0065692
Surbrunnsgatan 13,8700000,3074.0,2023-04-04,70.0,3.0,0,1,0,0,0,0,0,0,0,1,59.34666490000001,18.0630518
Warfvinges väg 18,6425000,5204.0,2023-04-04,78.5,3.0,1,0,0,1,0,1,0,0,0,0,59.33670859999999,18.0141203
Bergsgatan 31,3755000,1995.0,2023-04-04,36.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3302622,18.0401662
Nybrogatan 38B,4975000,1742.0,2023-04-04,44.0,2.0,0,0,0,0,0,0,0,1,0,0,59.33763820000001,18.0804783
Bredgränd 7,4675000,2726.0,2023-04-04,39.0,1.5,0,0,0,0,0,0,0,0,0,0,59.3255215,18.0741889
Fleminggatan 49,5435000,1739.0,2023-04-04,53.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33356360000001,18.0385067
Sankt Göransgatan 70,3495000,789.0,2023-04-04,38.0,1.0,1,0,0,0,0,1,0,0,0,0,59.333621,18.0309294
Lanforsvägen 43,3275000,3172.0,2023-04-04,44.2,2.0,0,0,0,0,1,0,0,0,0,0,59.35255770000001,18.0931939
Torsgatan 72,2850000,1002.0,2023-04-04,23.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3448366,18.0350068
Sysslomansgatan 8,4195000,2379.0,2023-04-04,48.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3313303,18.0263937
P O Hallmans gata 5,10500000,7007.0,2023-04-04,121.0,5.0,1,0,0,1,0,1,0,0,0,0,59.33523039999999,18.0401822
Långholmsgatan 5,10400000,4492.0,2023-04-04,98.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3177422,18.0329379
Maria prästgårdsgata 19,7725000,5052.0,2023-04-04,74.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3158763,18.0622204
Furusundsgatan 8,3300000,1646.0,2023-04-04,31.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3475462,18.0964689
Sankt Eriksgatan 18,9400000,4347.0,2023-04-04,91.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33073150000001,18.0306529
Bergsundsgatan 14,5400000,4458.0,2023-04-04,50.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31703150000001,18.0286527
Frejgatan 4,7230000,2861.0,2023-04-04,62.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3486156,18.0611202
Dalagatan 102,7100000,3801.0,2023-04-04,77.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34859660000001,18.0391261
Åsögatan 92,4950000,3309.0,2023-04-04,57.0,2.5,1,0,0,1,0,0,0,0,1,0,59.31223679999999,18.0695169
Rådmansgatan 80 A,10850000,5569.0,2023-04-04,107.0,4.0,1,0,0,1,0,0,0,0,0,1,59.33866579999999,18.0514107
Götgatan 92A,4250000,1672.0,2023-04-04,46.0,2.0,1,0,0,0,0,0,0,0,1,0,59.30999809999999,18.074988
Hedemoratäppan 1,3380000,1743.0,2023-04-04,28.0,1.0,0,0,0,0,0,0,0,0,0,1,59.34468709999999,18.0368672
Valhallavägen 61,12650000,6375.0,2023-04-04,152.0,4.0,1,0,0,1,0,0,0,1,0,0,59.34693369999999,18.068325
Valhallavägen 82,14800000,4882.0,2023-04-04,130.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3448863,18.0723995
Norr Mälarstrand 96,12750000,6113.0,2023-04-04,117.0,4.0,1,0,0,1,0,1,0,0,0,0,59.3301344,18.0253471
Högalidsgatan 29,2610000,1646.0,2023-04-04,24.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31832910000001,18.0298177
Älvsborgsgatan 1,4100000,2969.0,2023-04-04,40.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3094109,18.0733275
Södermannagatan 34,9100000,4688.0,2023-04-04,82.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3121731,18.0809268
Tomtebogatan 39A,6000000,3141.0,2023-04-04,60.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3415511,18.0287051
Eyvind Johnsons gata 7,4450000,2854.0,2023-04-03,51.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3401194,18.0084048
Högalidsgatan 13B,6585000,3380.0,2023-04-03,66.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3179291,18.0329719
Drottningholmsvägen 78,3350000,3304.0,2023-04-03,35.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33183349999999,18.0151853
Siargatan 11,5300000,3269.0,2023-04-03,69.0,3.0,1,0,0,0,0,0,0,0,1,0,59.312501,18.0688491
Hornsgatan 117 /Drakenbergsgatan 16,3550000,2111.0,2023-04-03,46.0,1.5,1,0,0,1,0,0,0,0,1,0,59.3158039,18.0400653
Lindhagensgatan 77,4850000,3050.0,2023-04-03,62.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3339639,18.0149125
Värtavägen 53 B,8800000,4926.0,2023-04-03,95.0,4.0,1,0,1,0,1,0,0,0,0,0,59.3461916,18.1017097
Katarina Bangata 61 4.5tr,2900000,1582.0,2023-04-03,26.0,1.0,1,0,0,0,0,0,0,0,1,0,59.30931349999999,18.0876234
Norra Stationsgatan 62B,3420000,2428.0,2023-04-03,35.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34806030000001,18.0377742
St Eriksgatan 39,3100000,731.0,2023-04-03,25.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3338699,18.0316953
Smedsbacksgatan 16,4350000,1830.0,2023-04-03,42.0,2.0,1,0,0,1,1,0,0,0,0,0,59.34790629999999,18.0999829
Engelbrektsgatan 16,10500000,4422.0,2023-04-03,87.0,3.5,1,0,0,1,0,0,0,1,0,0,59.34381510000001,18.0727293
Södra Agnegatan 26A,6550000,2491.0,2023-04-03,55.0,2.0,0,0,0,1,0,1,0,0,0,0,59.32956,18.0423343
Narvavägen 20,4365000,1850.0,2023-04-03,34.0,2.0,0,0,0,0,0,0,0,1,0,0,59.3355827,18.0918877
Jägmästargatan 12,4975000,2923.0,2023-04-03,51.0,2.0,0,0,0,0,1,0,0,0,0,0,59.354479,18.0984823
Linnégatan 60,10100000,4232.0,2023-04-03,77.0,3.0,1,0,0,1,0,0,0,1,0,0,59.33570519999999,18.0872087
Fredrikshovsgatan 10,18100000,6493.0,2023-04-03,150.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3340085,18.0947432
Tjurbergsgatan 27C,5650000,4287.0,2023-04-03,76.5,3.0,1,0,0,1,0,0,0,0,1,0,59.3100953,18.0734024
Karlavägen 8,11800000,3775.0,2023-04-03,100.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3442286,18.0647673
Artemisgatan 7,6600000,4147.0,2023-04-02,78.0,3.0,0,0,0,1,1,0,0,0,0,0,59.35449409999999,18.1009161
Kungsholms strand 143,3900000,2257.0,2023-04-02,53.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3373962,18.0303092
Ringvägen 129A,7000000,3452.0,2023-04-02,87.0,2.5,1,0,0,0,0,0,0,0,1,0,59.30829720000001,18.0782177
Bondegatan 24,3100000,1560.0,2023-04-02,27.0,1.0,1,0,0,1,0,0,0,0,1,0,59.312859,18.0796136
Tjurbergsgatan 27A,6100000,4287.0,2023-04-02,76.5,3.0,1,0,0,1,0,0,0,0,1,0,59.3099699,18.0729592
Götgatan 122 (ingång Ringvägen 111),7950000,4680.0,2023-04-02,99.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3079599,18.0753538
Strålgatan 45,3300000,3039.0,2023-04-02,46.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3244387,18.0033127
Östgötagatan 87B,6650000,2558.0,2023-04-02,70.0,3.0,1,0,0,0,0,0,0,0,1,0,59.30857260000001,18.079621
Wollmar Yxkullsgatan 48B,4100000,2751.0,2023-04-02,40.0,2.0,0,0,0,0,0,0,0,0,1,0,59.31585690000001,18.0536598
John Ericssonsgatan 14,3050000,1224.0,2023-04-02,30.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3290499,18.0380939
Folkungagatan 101,3800000,2156.0,2023-04-01,42.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31570900000001,18.0844609
Flintbacken 2,6100000,4102.0,2023-04-01,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3106873,18.0501817
Timmermansgatan 38B,4300000,2964.0,2023-04-01,50.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3154339,18.0611245
Saltmätargatan 6,3800000,1259.0,2023-04-01,35.0,1.0,1,0,0,0,0,0,1,0,0,0,59.33909,18.0594331
Rörstrandsgatan 48A,4575000,2467.0,2023-04-01,37.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3416386,18.0276033
Bråvallagatan 8,3250000,2184.0,2023-04-01,31.0,1.0,1,0,0,0,0,0,0,0,0,1,59.33873089999999,18.0350135
Hälsingegatan 61,5025000,2501.0,2023-04-01,52.0,1.5,1,0,0,1,0,0,0,0,0,1,59.34829649999999,18.0363521
Dalagatan 30,11850000,2662.0,2023-04-01,90.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3399417,18.0475341
Wittstocksgatan 7,18600000,4996.0,2023-04-01,132.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3386279,18.094066
Regeringsgatan 70D,9600000,4030.0,2023-03-31,103.0,4.0,1,0,0,1,0,0,0,1,0,0,59.336854,18.0689749
Bohusgatan 37,6150000,2997.0,2023-03-31,75.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3074776,18.0814201
Strålgatan 47,2400000,2052.0,2023-03-31,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.32451429999999,18.0038425
Brännkyrkagatan 55,9360000,5912.0,2023-03-31,101.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3189185,18.0586257
Folkungagatan 101,2300000,1463.0,2023-03-31,24.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31570900000001,18.0844609
Carl-Gustaf Lindstedts Gata 6,6550000,6054.0,2023-03-31,81.5,3.0,1,0,0,1,0,1,0,0,0,0,59.333552,18.0438305
Fleminggatan 81,4575000,2500.0,2023-03-31,46.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33425949999999,18.0332168
Starrängsringen 23,8700000,4297.0,2023-03-31,85.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3438792,18.0854383
Ringvägen 83,5900000,3105.0,2023-03-31,66.0,2.5,1,0,0,1,0,0,0,0,1,0,59.3086043,18.0654154
Kungstensgatan 29,5900000,2586.0,2023-03-31,60.0,2.0,1,1,0,0,0,0,0,0,0,1,59.3417784,18.0598214
Tjurbergsgatan 27E,5475000,4287.0,2023-03-31,76.5,3.0,1,0,0,1,0,0,0,0,1,0,59.310161,18.0738843
Björngårdsgatan 14B,13900000,3944.0,2023-03-31,108.0,4.0,0,1,0,0,0,0,0,0,1,0,59.31555040000001,18.066031
Sveavägen 136,8375000,2667.0,2023-03-31,80.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3458767,18.0542532
Idungatan 8A,9000000,2926.0,2023-03-31,73.0,3.0,1,1,0,1,0,0,0,0,0,1,59.348459,18.0469912
Folkungagatan 136A,3355000,1787.0,2023-03-31,32.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3154233,18.0889842
