address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude
Cardellgatan 4a,3650000,2012.0,2022-11-23,28.5,1.0,0,0,0,0,0,0,0,1,0,0,59.33855409999999,18.0757292
Garvargatan 21,8600000,3040.0,2022-11-23,79.0,3.0,0,0,0,1,0,1,0,0,0,0,59.3281548,18.041394
Gambrinusgatan 2,7550000,5115.0,2022-11-23,83.0,3.0,0,0,0,1,0,1,0,0,0,0,59.32983689999999,18.0376374
Eastmansvägen 8A,15200000,5561.0,2022-11-23,109.0,4.0,1,0,0,1,0,0,0,0,0,1,59.339861,18.045106
Regeringsgatan 87,7190000,2120.0,2022-11-23,72.0,2.0,1,0,0,1,0,0,1,0,0,0,59.33768309999999,18.0671411
Norr mälarstrand 92,11250000,5804.0,2022-11-23,109.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3300624,18.0258844
Malmgårdsvägen 20,5470000,2991.0,2022-11-23,58.0,2.0,1,0,0,1,0,0,0,0,1,0,59.30933079999999,18.0896103
Karlsviksgatan 9,3995000,1980.0,2022-11-23,42.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3305054,18.0285555
Kungsholms strand 143,5620000,2427.0,2022-11-23,57.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3373962,18.0303092
Garvargatan 17,10550000,3665.0,2022-11-23,99.0,4.0,0,0,0,0,0,1,0,0,0,0,59.3278771,18.04146
Fleminggatan 101,5200000,2526.0,2022-11-23,54.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33479959999999,18.0291769
Upplandsgatan 17B,25900000,10997.0,2022-11-23,249.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3380587,18.0520618
Ljusterögatan 14,6300000,3073.0,2022-11-23,70.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3094885,18.092259
Kungsholms kyrkoplan 2,4840000,2890.0,2022-11-23,49.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3292249,18.0492528
Lignagatan 4,8650000,3840.0,2022-11-22,79.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3159076,18.0367895
Karlavägen 7,19700000,0.0,2022-11-22,153.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3445464,18.0651806
Vanadisplan 1,8350000,3255.0,2022-11-22,78.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34471079999999,18.0401152
Karlbergsvägen 70B,4600000,2398.0,2022-11-22,45.0,2.0,1,1,0,0,0,0,0,0,0,1,59.3426592,18.0306813
Kungsholms Strand 139,3280000,2043.0,2022-11-22,37.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3372879,18.0309518
Metargatan 5,3200000,1880.0,2022-11-22,32.0,1.0,0,0,0,0,0,0,0,0,1,0,59.30846460000001,18.0842993
Frejgatan 16,3400000,1666.0,2022-11-22,40.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34774890000001,18.0581626
Bergsgatan 39,7000000,1648.0,2022-11-22,75.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3300485,18.0388323
Västmannagatan 17C,7350000,2653.0,2022-11-22,68.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3376263,18.0514271
Heleneborgsgatan 25 B,5300000,3229.0,2022-11-22,62.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3187235,18.0332425
Sankt Göransgatan 102,3900000,2518.0,2022-11-22,45.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3343459,18.0254015
Birkagatan 10,6750000,1458.0,2022-11-22,66.0,3.0,1,0,0,0,0,0,0,0,0,1,59.33945860000001,18.0335862
Messeniusgatan 6,2900000,2059.0,2022-11-22,31.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3305265,17.9997312
Björngårdsgatan 16,6440000,2772.0,2022-11-22,56.0,2.0,0,0,0,1,0,0,0,0,1,0,59.31513700000001,18.065825
Grev Turegatan 80,8700000,3051.0,2022-11-22,76.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3421882,18.0811094
Bohusgatan 49,7050000,4585.0,2022-11-22,87.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3076367,18.0822665
Birger Jarlsgatan 109D,5925000,2468.0,2022-11-22,56.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3486693,18.0587546
Rutger Fuchsgatan 8B,3120000,2088.0,2022-11-22,41.0,1.0,1,0,0,0,0,0,0,0,1,0,59.30700299999999,18.0781006
Tavastgatan 25,5350000,4577.0,2022-11-22,65.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3196722,18.0612631
Fredhällsgatan 9,2995000,2250.0,2022-11-22,39.0,1.0,0,0,0,0,0,1,0,0,0,0,59.3304299,18.0017911
Skånegatan 81,4750000,1709.0,2022-11-21,44.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3129572,18.0834589
Garvar Lundins Gränd 6,3170000,1033.0,2022-11-21,30.0,1.5,1,0,0,0,0,1,0,0,0,0,59.32736269999999,18.0438807
Vidargatan 5,3600000,889.0,2022-11-21,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34391100000001,18.0486465
Hagaesplanaden 74,4295000,3299.0,2022-11-21,46.5,2.0,1,0,0,0,0,0,0,0,0,1,59.3486365,18.0371827
Birger Jarlsgatan 48,21000000,4720.0,2022-11-21,156.0,5.0,1,0,0,1,0,0,0,1,0,0,59.34034359999999,18.0670873
Östermalmsgatan 30,3700000,2145.0,2022-11-21,31.0,1.0,1,0,0,0,0,0,0,1,0,0,59.34331069999999,18.0706888
Hagagatan 14A,6000000,2295.0,2022-11-21,55.0,2.0,0,0,0,1,0,0,0,0,0,1,59.34528630000001,18.0525262
Nybrogatan 72,4150000,1557.0,2022-11-21,35.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3417345,18.0830585
Medborgarplatsen 11,5500000,4578.0,2022-11-21,70.0,3.0,1,1,0,1,0,0,0,0,1,0,59.3151812,18.0708658
Sveavägen 55,11250000,2769.0,2022-11-21,115.0,3.5,1,0,0,0,0,0,0,0,0,1,59.34047979999999,18.0583328
Hagagatan 15A,7320000,3797.0,2022-11-21,77.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34489319999999,18.0514513
Brahegatan 3,13050000,4767.0,2022-11-21,118.0,4.0,0,0,0,0,0,0,0,1,0,0,59.3372213,18.0754155
Harry Martinsons Gata 3,4340000,2210.0,2022-11-21,50.5,2.0,1,0,0,1,0,1,0,0,0,0,59.33929990000001,18.007652
Kungsholmsgatan 15,6800000,3167.0,2022-11-21,71.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3309116,18.0478435
Riddargatan 51,4600000,1320.0,2022-11-21,36.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33264639999999,18.0904663
Artillerigatan 46,24200000,0.0,2022-11-21,218.0,6.0,1,1,0,0,0,0,0,1,0,0,59.33701419999999,18.0834346
Scheelegatan 38A,8150000,4478.0,2022-11-20,95.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33392120000001,18.0464993
Ulrikagatan 2,23000000,3483.0,2022-11-20,115.0,3.5,0,0,0,0,0,0,0,1,0,0,59.3331033,18.0959013
Magnus Ladulåsgatan 7,5975000,3895.0,2022-11-20,81.0,3.5,1,0,0,1,0,0,0,0,1,0,59.3119391,18.0605455
Marmorgatan 11,2250000,1955.0,2022-11-20,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31070959999999,18.0537897
Katarina Bangata 57,3475000,2050.0,2022-11-19,37.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3094975,18.0870745
Lindvallsplan 6,6150000,3262.0,2022-11-19,63.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3161759,18.0284148
Gästrikegatan 10,6000000,2994.0,2022-11-19,63.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34138429999999,18.0401294
Tomtebogatan 30,15000000,4952.0,2022-11-19,145.0,5.0,1,0,0,1,0,0,0,0,0,1,59.3417687,18.0300015
Valhallavägen 61,12500000,6375.0,2022-11-19,152.0,4.0,1,0,0,1,0,0,0,1,0,0,59.34693369999999,18.068325
Falugatan 17,4000000,2467.0,2022-11-19,40.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3439367,18.0365263
Dalagatan 86F 2,3325000,1977.0,2022-11-19,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34646060000001,18.0417548
Södermannagatan 45,6350000,3297.0,2022-11-19,63.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3096184,18.0826081
Tre Liljor 3,19000000,5922.0,2022-11-19,175.0,6.0,1,0,0,1,0,0,0,0,0,1,59.3472041,18.0457798
Drejargatan 4 2tr,8000000,3318.0,2022-11-19,72.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3397513,18.0319086
Karlbergsvägen 53A,6200000,2150.0,2022-11-18,54.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3419116,18.034485
Pontonjärgatan 4,2750000,2150.0,2022-11-18,31.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3285513,18.0381663
Igeldammsgatan 16,3650000,1831.0,2022-11-18,40.0,1.5,1,0,0,1,0,1,0,0,0,0,59.3367233,18.0251758
Wollmar Yxkullsgatan 52A,5000000,2611.0,2022-11-18,51.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3156863,18.0525308
Wollmar Yxkullsgatan 48C,3060000,1922.0,2022-11-18,29.5,1.0,0,0,0,0,0,0,0,0,1,0,59.3161898,18.0535654
Wennerbergsgatan 6B ,3200000,2154.0,2022-11-18,42.0,2.0,1,0,0,1,0,1,0,0,0,0,59.32761530000001,18.0122985
Västmannagatan 29B,8950000,3276.0,2022-11-18,89.0,3.0,1,1,0,1,0,0,0,0,0,1,59.3387835,18.0498681
Garvargatan 22,4050000,1820.0,2022-11-18,44.0,2.0,1,0,0,0,0,1,0,0,0,0,59.328584,18.0414441
Pontonjärgatan 35,6200000,2323.0,2022-11-18,58.1,2.0,1,0,0,1,0,1,0,0,0,0,59.3292149,18.0307006
Roslagsgatan 9,5295000,1984.0,2022-11-18,49.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34589219999999,18.0598828
Alströmergatan 32 O,4025000,2499.0,2022-11-18,45.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3369679,18.0268897
Tideliusgränd 11,7275000,4195.0,2022-11-18,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3114589,18.0649095
Sveavägen 126,4000000,1915.0,2022-11-18,39.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3455516,18.0545752
Dalagatan 108,6350000,3501.0,2022-11-18,67.0,3.0,1,0,1,1,0,0,0,0,0,1,59.34897549999999,18.0386494
Torsgatan 42A,5200000,2207.0,2022-11-18,46.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3409939,18.0382937
Upplandsgatan 34,6600000,2415.0,2022-11-18,56.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34077509999999,18.0507917
Robert Almströmsgatan 12,3830000,2075.0,2022-11-18,36.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3392122,18.0338494
Tomtebogatan 17,9725000,3637.0,2022-11-18,108.0,4.0,1,0,0,0,0,0,0,0,0,1,59.3412614,18.0335161
Narvavägen 29,17750000,4708.0,2022-11-18,113.0,4.0,0,0,0,0,0,0,0,1,0,0,59.3362479,18.0903296
Flintbacken 10,6250000,3759.0,2022-11-18,80.5,3.0,1,0,0,1,0,0,0,0,1,0,59.3100245,18.0507508
Love Almqvists väg 4B,3090000,3061.0,2022-11-18,37.5,2.0,1,0,0,0,0,1,0,0,0,0,59.33480780000001,18.0023359
Krukmakargatan 10,3600000,2070.0,2022-11-18,44.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3177872,18.0584892
Tunnelgatan 1A,5190000,2481.0,2022-11-18,57.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3369365,18.0641204
Tomtebogatan 34c,3045000,1560.0,2022-11-18,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3419482,18.0292078
Emmy Rappes Gata 2,3225000,1904.0,2022-11-18,31.0,1.5,1,0,1,1,0,0,0,0,0,1,59.3483394,18.0336097
Drejargatan 8,7400000,2475.0,2022-11-18,63.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3401207,18.0320428
Katarina Bangata 13,10700000,0.0,2022-11-18,85.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3122146,18.0752627
Valhallavägen 49,2900000,1443.0,2022-11-18,30.0,1.5,0,0,0,0,0,0,0,0,0,1,59.3476769,18.0663813
Högbergsgatan 68B,18700000,3596.0,2022-11-18,152.0,4.0,1,0,0,1,0,0,0,0,1,0,59.315251,18.0617873
Fyrverkarbacken 23,7800000,5560.0,2022-11-18,98.5,4.0,1,0,0,1,0,1,0,0,0,0,59.326451,18.0211687
Tjurbergsgatan 36,3700000,2171.0,2022-11-18,38.0,1.0,0,0,0,1,0,0,0,0,1,0,59.3105054,18.0723413
Styrmansgatan 55A,5300000,1946.0,2022-11-18,34.0,1.5,0,0,0,1,0,0,0,1,0,0,59.3366328,18.0876896
Nybrogatan 44,12000000,4080.0,2022-11-18,94.0,4.0,1,0,0,0,0,0,0,1,0,0,59.3386887,18.0806593
Erstagatan 23,3775000,2335.0,2022-11-18,41.8,1.5,0,0,0,0,0,0,0,0,1,0,59.3138516,18.0904403
Valhallavägen 67,2950000,1324.0,2022-11-18,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.34652029999999,18.0694267
Västmannagatan 89A,4100000,1515.0,2022-11-17,38.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3452657,18.0431818
Västmannagatan 52,2950000,1724.0,2022-11-17,29.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34145349999999,18.0482698
Vidargatan 5,15500000,3231.0,2022-11-17,131.0,5.0,1,0,0,1,0,0,0,0,0,1,59.34391100000001,18.0486465
Drakenbergsgatan 8,5025000,2494.0,2022-11-17,60.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31604050000001,18.0420206
Katarina bangata 67B,2900000,1578.0,2022-11-17,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3091908,18.0888647
Gambrinusgatan 5,3650000,2186.0,2022-11-17,39.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3303142,18.0375441
Vitalisvägen 7,4400000,2869.0,2022-11-17,55.0,3.0,0,0,0,0,0,1,0,0,0,0,59.33027909999999,18.0060296
Bohusgatan 27 ,3190000,2677.0,2022-11-17,34.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3070439,18.0809096
Kronobergsgatan 21,3275000,986.0,2022-11-17,28.0,1.5,0,0,0,1,0,1,0,0,0,0,59.3334741,18.0338152
Bondegatan 79,2600000,1299.0,2022-11-17,24.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31351029999999,18.0957394
Garvargatan 3 A,4700000,1585.0,2022-11-17,44.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3278024,18.0455752
Roslagsgatan 17A,3695000,563.0,2022-11-17,30.0,1.0,0,0,0,1,0,0,0,0,0,1,59.3466072,18.0589024
Tegelviksgatan 38,5900000,4295.0,2022-11-17,73.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3098894,18.0975523
Eriksbergsgatan 36,6500000,3213.0,2022-11-17,54.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3424165,18.0664147
Färgargårdstorget 10,5200000,3483.0,2022-11-17,72.5,2.0,1,0,0,0,0,0,0,0,1,0,59.30807219999999,18.0920022
Grevgatan 69,17000000,3009.0,2022-11-17,126.0,4.5,1,0,0,1,0,0,0,1,0,0,59.3390384,18.0880587
Birger Jarlsgatan 93 B,5225000,2493.0,2022-11-17,50.3,2.0,1,0,0,1,0,0,0,0,0,1,59.34707880000001,18.0608566
Folkskolegatan 12,2950000,2092.0,2022-11-17,28.0,1.5,1,0,0,1,0,0,0,0,1,0,59.3171243,18.0298918
Ringvägen 131B,3510000,1800.0,2022-11-17,36.0,1.0,0,0,0,1,0,0,0,0,1,0,59.3084959,18.0787233
Industrigatan 2A,8310000,4642.0,2022-11-17,85.0,3.0,1,1,0,0,0,1,0,0,0,0,59.3366474,18.0314189
Eriksbergsgatan 36,22300000,7887.0,2022-11-17,152.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3424165,18.0664147
Tobaksspinnargatan 10,3400000,2212.0,2022-11-17,40.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3174141,18.0307912
Skånegatan 80,4100000,1818.0,2022-11-17,44.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3121178,18.0797361
Brännkyrkagatan 83,3300000,1929.0,2022-11-17,36.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3181757,18.0523148
Gumshornsgatan 6,3800000,1954.0,2022-11-17,32.5,1.0,1,0,0,1,0,0,0,1,0,0,59.33577469999999,18.0896129
Bondegatan 16 B,5750000,2434.0,2022-11-17,58.0,2.0,0,0,0,1,0,0,0,0,1,0,59.31275729999999,18.0784731
Vitalisvägen 3,3300000,2203.0,2022-11-17,42.0,2.0,0,0,0,0,0,1,0,0,0,0,59.33064299999999,18.0063781
Stagneliusvägen 28,3350000,2841.0,2022-11-17,40.5,2.0,1,0,0,1,0,1,0,0,0,0,59.3280185,18.0101442
Bohusgatan 49,7000000,4558.0,2022-11-17,87.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3076367,18.0822665
Blekingegatan 59,8500000,4937.0,2022-11-17,96.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3108021,18.0759301
Brännkyrkagatan 87,6310000,2870.0,2022-11-17,79.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3180905,18.0516303
Björngårdsgatan 11,4015000,3175.0,2022-11-17,50.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3164657,18.0657579
Riddargatan 29B,9300000,3316.0,2022-11-17,84.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3330974,18.0850825
Sankt Eriksgatan 103,2920000,894.0,2022-11-17,25.0,1.0,1,0,0,0,0,0,0,0,0,1,59.344081,18.0388319
Brahegatan 50,5550000,2453.0,2022-11-17,52.0,2.0,1,0,0,0,0,0,0,1,0,0,59.34189170000001,18.0797127
Lundagatan 36B,2920000,1610.0,2022-11-17,30.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3189787,18.0462903
Luntmakargatan 92,4350000,1939.0,2022-11-16,38.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3436663,18.0575951
Ringvägen 9 F,6250000,2496.0,2022-11-16,74.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3189115,18.0517831
Upplandsgatan 49,3000000,1724.0,2022-11-16,29.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34165960000001,18.0492681
Roslagsgatan 45,4370000,2711.0,2022-11-16,50.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3495263,18.0567218
Döbelnsgatan 47,4015000,1936.0,2022-11-16,35.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34187290000001,18.0603413
Tulegatan 23B,7850000,2550.0,2022-11-16,62.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3435053,18.0603629
Frejgatan 19,12100000,3530.0,2022-11-16,102.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3478622,18.05942
Ingemarsgatan 7,3900000,2050.0,2022-11-16,35.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3490777,18.0568854
Kungsholms strand 163,4325000,2882.0,2022-11-16,44.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3382332,18.0253987
Tavastgatan 15,3250000,2025.0,2022-11-16,30.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3198266,18.0624991
Fleminggatan 59A,5365000,2423.0,2022-11-16,53.0,2.0,0,0,0,1,0,1,0,0,0,0,59.3335294,18.0368957
S:t Eriksgatan 17,11500000,2819.0,2022-11-16,118.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33062069999999,18.0299814
Ansgariegatan 1,8825000,5278.0,2022-11-16,90.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3182145,18.0462486
Grevgatan 49,6404000,2735.0,2022-11-16,59.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3365435,18.0864829
Norrbackagatan 14,3625000,2298.0,2022-11-16,38.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33883230000001,18.0326018
Bergsundsgatan 15,2520000,1424.0,2022-11-16,23.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31686509999999,18.0292648
Zinkens väg 59,10800000,4188.0,2022-11-16,109.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3153345,18.046583
Kattgränd 1,8000000,2657.0,2022-11-16,67.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3198411,18.0575082
Luntmakargatan 63,3420000,1032.0,2022-11-16,27.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34039800000001,18.0602041
Robert Almströmsgatan 7,6250000,2552.0,2022-11-16,53.0,2.0,1,0,0,1,0,0,0,0,0,1,59.33913579999999,18.0332448
Frödingsvägen 9,3300000,1847.0,2022-11-16,34.0,1.5,0,0,0,0,0,1,0,0,0,0,59.330566,18.0031692
Tavastgatan 28,2675000,1507.0,2022-11-16,25.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3196214,18.0596416
Lagerlöfsgatan 4,2800000,1835.0,2022-11-16,31.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3297141,18.019374
Östermalmsgatan 68,15175000,4719.0,2022-11-16,113.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3409109,18.0809262
Karlavägen 6,9000000,2674.0,2022-11-16,85.0,3.0,1,0,0,1,0,0,0,1,0,0,59.344341,18.0644915
Timotejgatan 4,2615000,1707.0,2022-11-16,28.5,1.0,0,0,0,0,0,0,0,0,1,0,59.3074,18.0665757
Krukmakargatan 27,4200000,2860.0,2022-11-16,49.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3170373,18.0549557
Sonja Kovalevskys Gata 3,4895000,2400.0,2022-11-16,48.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3469013,18.034698
Grev Turegatan 50,4320000,1280.0,2022-11-16,38.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3391122,18.0786711
Hagagatan 17L,7500000,3847.0,2022-11-16,78.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3454025,18.051197
Franzéngatan 77,7595000,3923.0,2022-11-16,91.5,4.0,1,0,0,1,0,1,0,0,0,0,59.3385573,18.0051895
Högbergsgatan 59B,6000000,3534.0,2022-11-16,61.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3155848,18.0680469
Flintbacken 4,2450000,1483.0,2022-11-16,29.5,1.0,1,0,0,0,0,0,0,0,1,0,59.3105017,18.0502161
Birger Jarlsgatan 104L,3250000,2201.0,2022-11-15,31.0,1.0,0,0,0,0,0,0,0,1,0,0,59.3477067,18.0626254
Mariebergsgatan 15,4495000,2782.0,2022-11-15,53.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3338646,18.0245302
Hagaesplanaden 63,2995000,1885.0,2022-11-15,30.5,1.0,1,0,0,0,0,0,0,0,0,1,59.34854470000001,18.0348451
Klippgatan 14I,4020000,2169.0,2022-11-15,42.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3143684,18.0881289
Tulegatan 32A,4050000,1843.0,2022-11-15,39.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34659740000001,18.0582167
Bråvallagatan 7,4535000,2297.0,2022-11-15,40.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3387932,18.0345041
Heleneborgsgatan 21C,5200000,2336.0,2022-11-15,49.0,2.5,1,0,0,1,0,0,0,0,1,0,59.31858999999999,18.0345001
Valhallavägen 146 B,11600000,4183.0,2022-11-15,106.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3401356,18.0912383
Åsögatan 182,2895000,2103.0,2022-11-15,34.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3144529,18.0892381
Gävlegatan 26,3650000,1700.0,2022-11-15,34.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34700350000001,18.0339991
Cardellgatan 4,7225000,3812.0,2022-11-15,54.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33872049999999,18.0759543
Katarina västra kyrkogata 4C,5275000,3239.0,2022-11-15,52.0,2.0,0,0,0,0,0,0,0,0,1,0,59.31660939999999,18.0762314
Sveavägen 93,3725000,1903.0,2022-11-15,39.5,2.0,1,0,0,0,0,0,0,0,0,1,59.3454826,18.0529598
Tegnérgatan 57A,4100000,2892.0,2022-11-15,49.0,1.5,1,0,0,0,0,0,0,0,0,1,59.3370229,18.0508458
Vulcanusgatan 10,4525000,2023.0,2022-11-15,39.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3387012,18.03786
Dalagatan 41A,4700000,2245.0,2022-11-15,46.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3448395,18.0416452
Samaritgränd 3,3595000,2246.0,2022-11-15,41.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3163972,18.0552042
Gästrikegatan 11A,3445000,990.0,2022-11-15,27.0,1.0,0,0,0,1,0,0,0,0,0,1,59.3412568,18.0390691
Sonja Kovalevskys Gata 11,4925000,2300.0,2022-11-15,46.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34739889999999,18.0342315
Sveavägen 133,6995000,3737.0,2022-11-15,72.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34874379999999,18.0506271
Valhallavägen 8,3420000,851.0,2022-11-15,36.0,1.5,1,0,0,0,0,0,0,1,0,0,59.34937609999999,18.0604946
Sveavägen 80,7900000,1725.0,2022-11-15,91.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3404051,18.0592842
Magnus Ladulåsgatan 25,10750000,6780.0,2022-11-15,144.0,5.0,1,0,0,1,0,0,0,0,1,0,59.312136,18.0622675
Markvardsgatan 15,4750000,853.0,2022-11-15,52.5,2.0,0,0,0,1,0,0,0,0,0,1,59.3432196,18.0569819
Kungsklippan 12,3535000,3023.0,2022-11-15,36.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33019580000001,18.0484427
Karlbergsvägen 47A,12850000,4168.0,2022-11-15,110.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3422639,18.0357905
Nina Einhorns Gata 7,4800000,2417.0,2022-11-15,49.5,2.0,1,0,0,1,0,0,0,0,0,1,59.34766130000001,18.0348658
Narvavägen 20,12500000,4623.0,2022-11-15,87.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3355827,18.0918877
Frejgatan 50,4950000,2526.0,2022-11-15,47.2,2.0,0,0,0,0,0,0,0,0,0,1,59.3440846,18.0439529
Ture nermans gränd 6,3300000,796.0,2022-11-15,37.5,1.0,1,0,0,0,0,1,0,0,0,0,59.329916,18.030805
Drakenbergsgatan 11,13500000,5320.0,2022-11-14,128.0,5.0,1,0,0,0,0,0,0,0,1,0,59.315424,18.0421765
Sankt Eriksgatan 1,4225000,2216.0,2022-11-14,45.0,2.0,1,1,0,0,0,1,0,0,0,0,59.3291882,18.0287063
Norrtullsgatan 11,3650000,978.0,2022-11-14,31.5,1.5,1,0,0,1,0,0,0,0,0,1,59.3419357,18.0515661
Kronobergsgatan 6,3300000,1341.0,2022-11-14,38.0,1.0,1,0,0,0,0,1,0,0,0,0,59.333755,18.034329
Birger Jarlsgatan 96,11800000,1836.0,2022-11-14,90.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3464014,18.0622923
Kungsholms Strand 175,4690000,1967.0,2022-11-14,53.0,2.0,1,1,0,0,0,1,0,0,0,0,59.3384355,18.023819
Gamla Brogatan 25,7200000,4721.0,2022-11-14,70.0,2.0,1,0,0,0,0,0,1,0,0,0,59.3335266,18.0584775
